Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
2344.8853997827528,4,12.939958455349007,2,2,1,51,4,3,1
1043.65,1,5.0,1,8,0,32,9,1,0
3307.33,0,3.0,1,8,2,103,13,3,0
3182.41,1,1.0,4,1,4,35,11,1,0
4073.379367262541,1,8.718217205621764,2,0,2,67,6,2,1
3480.89,2,23.0,0,8,4,20,1,1,0
2439.49,2,22.0,1,5,1,95,9,2,0
4411.096236405035,2,20.03002279389461,2,3,1,93,8,1,1
431.20802787762506,2,10.741328743330298,1,0,1,45,5,1,1
3699.29,4,5.0,1,2,2,116,9,5,0
4291.21,1,5.0,1,6,2,99,3,4,0
1299.526391747901,3,16.086030519188295,0,1,1,26,6,2,1
2630.787284239519,2,9.989153027928964,1,4,1,102,2,2,1
3023.16,4,6.0,1,8,1,91,10,0,0
725.8200142502739,3,11.291439518604331,0,4,1,3,8,0,1
2984.65,1,22.0,0,5,1,86,13,0,0
4348.77,2,9.0,1,1,0,24,2,3,0
201.287802464569,1,5.577042251651295,0,4,1,25,1,3,1
364.54,0,6.0,2,7,2,84,4,4,0
3208.958243295454,2,6.01246445873181,2,1,0,44,12,1,1
4760.809572395965,3,19.209915409463246,1,5,2,25,3,3,1
3719.04,1,11.0,2,0,3,53,8,3,0
4468.15276023463,0,4.288705422295696,0,1,3,103,10,3,1
18.82,4,15.0,2,6,1,36,14,5,1
1446.8487654381622,1,9.732465812242872,2,6,3,78,8,1,1
2956.81,1,1.0,1,2,2,16,13,5,0
1438.8174625125278,2,12.129363323844826,2,3,1,18,2,2,1
608.14,1,15.0,1,6,2,105,4,1,0
868.5850846386356,2,18.66152994427057,0,3,4,98,11,2,1
3038.34,2,7.0,2,5,2,44,9,0,0
2330.833617836475,2,14.950529485147895,3,2,3,12,10,3,1
163.51,3,17.0,1,0,4,1,1,4,0
2271.1012841111165,2,6.424621909616683,0,4,2,112,2,3,1
4415.88,4,18.0,0,2,3,84,6,0,0
1078.48,1,10.0,2,6,0,70,5,1,0
4976.194831026168,3,17.075685321733385,1,4,2,88,3,2,1
3682.6859839344875,2,5.44366680513482,2,7,3,24,4,0,1
1913.8524020537868,3,5.725745116072594,2,5,2,79,9,1,1
3403.8544614087177,3,20.463874122535415,1,4,3,65,8,2,1
4437.61,2,9.0,0,5,0,115,9,0,0
2361.81,1,17.0,0,4,1,59,10,1,0
4691.83,2,4.0,1,1,1,21,13,0,0
973.799284462503,1,6.675063482786086,1,5,3,35,7,1,1
3995.7,0,6.0,0,4,2,90,8,0,0
1010.25,3,20.0,1,2,1,36,8,2,0
4705.929074929545,1,14.602562454067103,1,5,3,8,1,2,1
2947.61,3,19.0,2,5,4,66,10,0,0
3456.0176298292417,4,2.459091940775499,1,1,3,94,9,3,1
2098.27,0,4.0,1,7,3,15,3,5,0
3672.4126591025197,2,15.044759893448026,1,3,2,106,10,4,1
2389.3527620535547,2,18.99689656903976,0,1,3,40,7,3,1
3775.78,1,3.0,1,5,4,28,12,1,0
4573.52,4,17.0,0,4,1,93,11,0,0
3969.77,2,18.0,0,5,2,61,13,1,0
4643.86,2,18.0,2,6,3,70,11,4,0
2993.92,2,19.0,1,5,4,111,10,4,0
1071.06,3,8.0,2,2,3,106,9,0,0
321.7074661951281,2,11.251300187381155,0,6,0,38,10,3,1
2173.0918468933087,1,13.250316713073431,2,7,2,89,3,3,1
439.33005192505317,0,13.83257186113055,2,0,0,67,5,3,1
4395.29,2,10.0,1,6,4,96,6,4,0
4994.502974203968,3,12.662544391478907,1,4,0,17,11,1,1
261.85,1,23.0,2,2,2,119,3,1,0
1767.67,1,18.0,4,7,1,47,4,0,0
4993.296854205554,0,20.950714873774594,4,1,0,52,2,0,1
1222.0602299269622,2,11.644246192219143,0,2,1,17,8,1,1
1511.83695390791,2,16.20397008718004,1,0,0,67,1,0,1
3308.5422314735515,1,14.118410427547818,1,3,1,33,8,0,1
1653.7077386047129,2,15.353043586657165,0,3,0,77,12,1,1
799.8360195771048,2,8.082316226882575,1,1,1,89,9,2,1
554.6,2,4.0,1,3,4,62,12,0,0
1430.27,4,7.0,1,3,0,30,13,1,0
1094.16,2,21.0,1,4,2,4,8,1,0
49997.8,3,23.0,0,1,2,27,2,4,0
4948.72,3,6.0,0,4,2,22,5,1,0
81.24,3,22.0,0,2,1,30,9,1,0
1167.803395747985,3,20.51076002859322,1,6,2,67,6,0,1
4446.82,1,8.0,0,6,0,1,8,1,0
4963.4711563522915,0,18.902365849274574,0,2,1,19,7,0,1
49997.8,0,1.0299931911737552,1,4,1,50,2,2,1
2851.15,3,12.0,2,0,3,96,11,1,0
4429.89,0,17.0,4,4,1,39,6,4,1
1830.14,1,17.0,2,4,1,59,7,1,0
1502.82,1,20.0,0,6,2,21,2,3,0
206.76200716558412,1,19.90515721435397,0,2,3,45,8,4,1
2995.249187951708,1,7.324874496957271,1,0,3,89,1,3,1
4900.180396018788,0,21.973219366706,0,7,3,107,8,0,1
1039.7603556133176,2,16.722683652532403,0,2,4,21,9,1,1
340.8,1,22.0,0,0,3,10,4,0,0
3939.0758406248797,1,13.65008369161664,1,7,4,17,9,0,1
1258.046353877818,0,6.435485415470571,1,5,0,74,10,1,1
4940.214723571853,0,19.42112372221247,1,5,2,6,3,0,1
517.72,3,11.0,0,6,0,33,1,2,0
2456.346450266014,0,12.290580950802411,1,4,0,108,2,0,1
4458.27,4,16.0,1,5,2,86,8,4,0
2917.63,0,23.0,2,6,2,103,11,3,0
1118.1676609175593,1,11.423646465027405,1,5,4,6,5,0,1
1326.75,0,15.0,0,0,4,65,13,1,1
1146.8328704606447,3,9.059764473899383,2,1,1,14,2,1,1
4940.878475164331,1,19.40784856423469,1,3,1,12,4,0,1
4429.82,4,10.0,0,5,2,9,4,5,0
197.04,0,1.0,0,0,1,51,4,0,0
668.89,4,11.0,2,2,4,108,5,1,0
2003.6846821121871,0,8.542599436658444,0,1,0,54,4,1,1
3802.6543150950542,2,18.417443279818556,1,5,3,88,8,3,1
204.11,2,18.0,1,3,1,19,10,0,0
4158.222418212559,2,18.2152839539189,1,5,2,28,6,3,1
3404.5171933882634,2,8.39533221072552,1,0,2,103,7,0,1
1748.5,2,2.0,0,4,3,60,1,3,0
2132.4447695065846,2,16.21702940439259,0,0,3,54,5,1,1
1756.26,3,11.0,2,7,1,104,4,0,0
2173.2977773719203,1,13.206439480414678,2,7,2,89,3,3,1
2530.72,3,10.0,2,6,2,80,13,1,0
4554.733056842963,1,8.722450466507802,0,5,1,56,11,4,1
2162.31,2,19.0,1,3,3,65,2,1,0
3944.2,2,0.0,0,4,3,29,7,0,0
4162.098909698388,4,22.811228908736872,1,7,0,32,12,3,1
2899.9689825438754,1,18.28793536806681,1,4,3,60,13,4,1
3388.95,0,15.0,2,4,3,66,7,1,0
894.15,4,19.0,1,6,3,99,12,1,0
637.7686261858693,2,20.699634243857304,0,3,3,76,2,3,1
2186.01,1,1.0,0,2,1,30,9,3,0
2895.27,0,9.0,1,2,4,116,4,4,0
284.16,4,12.0,1,8,1,101,4,1,0
1134.39,0,5.0,1,7,4,13,6,4,0
3382.1864754215107,3,2.7536416232793157,0,3,2,117,5,1,1
1484.82,0,16.0,0,7,1,32,10,3,0
3555.62,2,15.0,1,0,3,46,2,1,0
1771.68,2,20.0,1,3,3,77,5,4,0
3987.89,3,3.0,0,7,3,65,3,4,0
4993.12,0,13.0,2,8,4,33,12,3,0
3562.1524793571216,0,12.469457702986293,2,4,2,58,13,3,1
1430.6957972627415,2,4.7965374975211015,1,7,1,58,6,3,1
190.83498981380774,2,9.135100756731845,0,5,1,21,6,4,1
3210.203612087368,2,6.515642599088439,1,3,1,38,7,3,1
366.6548243960636,2,6.947331268340004,0,2,1,87,12,1,1
4211.074211541037,2,2.989674240973317,1,0,0,42,12,2,1
4687.56,2,16.0,0,3,1,44,4,3,0
3257.68,1,18.0,1,4,1,32,14,4,0
2211.1511400470285,4,18.096480247835192,1,4,3,71,9,3,1
1803.96,1,23.0,0,6,2,19,10,4,0
1237.15,1,19.0,1,8,0,90,9,1,0
3232.72,4,14.0,1,6,2,11,4,4,0
4353.416883238272,1,19.093952173693093,0,4,1,66,8,0,1
1037.85,0,18.0,0,5,1,60,10,1,0
2770.8,4,12.0,2,0,1,94,7,1,0
2404.02,0,3.0,1,4,2,107,2,3,0
2926.547640405669,1,15.96252947782486,1,7,2,40,5,1,1
49997.8,0,18.96642565486247,3,6,2,70,8,1,1
4150.33703524977,3,17.28261068582692,0,3,3,64,7,3,1
4157.765760634008,0,8.431461462554587,0,7,2,55,3,0,1
1656.41,0,16.0,1,5,1,99,12,5,0
2393.88,1,6.0,2,7,4,64,3,3,0
4673.51,1,18.0,0,7,2,38,14,4,0
2486.53,4,7.0,1,3,0,75,8,4,0
1271.82,0,4.0,2,2,1,15,13,0,0
4996.92,4,13.0,2,5,1,16,11,1,1
3110.6537448579575,3,6.436058318071098,1,7,2,17,6,0,1
4492.47,0,15.0,0,1,3,110,2,1,0
4842.48,4,21.0,0,5,1,83,8,1,0
3441.56,0,5.0,1,0,4,108,6,4,0
613.8693671005889,0,19.833250086848487,1,8,4,39,10,0,1
3493.7275120590075,3,21.660975712873203,0,2,2,104,7,4,1
517.1505008898467,4,6.7472270909169945,2,3,1,79,3,0,1
4841.131001509284,0,18.373381952778338,1,1,0,68,12,3,1
4637.476579986316,1,14.781802696719144,0,2,2,95,1,0,1
2620.833174309985,2,2.1336513800301216,1,7,2,46,7,1,1
4782.06976629769,3,13.983029395502387,1,3,3,56,1,3,1
773.65,2,10.0,1,4,1,92,12,0,0
3875.06,0,21.0,1,6,1,25,9,5,0
2204.43,4,18.0,1,6,3,73,5,0,0
2142.59,4,3.0,2,4,1,117,13,3,0
105.68329357714441,1,7.61699361052997,0,3,1,39,5,2,1
2723.6837933333754,0,12.857297436446322,0,7,2,34,10,2,1
3923.8943954334522,3,12.039074963750679,1,1,2,83,7,2,1
3439.5316437250426,2,5.535247255720845,1,6,0,59,6,2,1
689.16,3,1.0,0,4,0,57,10,0,0
1280.8093432507455,3,14.0,2,2,1,79,4,3,1
1697.46,4,21.0,0,1,4,95,7,5,0
3028.34,2,20.0,0,7,1,104,12,0,0
2115.22,2,8.0,0,3,3,79,4,1,0
3526.1,2,15.0,1,5,1,23,8,3,0
1307.804734296586,1,4.971926547872773,0,2,1,26,12,3,1
1109.6748982936524,1,11.436480706337292,0,6,2,95,9,2,1
49997.8,2,15.0,1,7,2,79,13,0,1
1268.5,1,22.0,0,2,0,118,7,0,0
1134.48,2,9.0,0,8,4,98,13,1,0
4308.23,4,10.0,4,2,3,109,14,1,0
1985.8819777003148,2,6.182299207334422,0,6,4,5,8,3,1
4155.554945693378,0,15.574936727672979,1,5,1,48,2,1,1
2899.633805150752,1,18.002584607712926,1,4,3,60,13,4,1
1454.3386466860327,3,7.899513816624138,1,5,3,104,9,2,1
4300.149915360339,1,22.877455417330584,3,6,2,37,2,0,1
3404.23,0,9.0,0,7,0,5,2,3,0
118.58216560352746,3,12.884009388428193,0,4,3,102,6,0,1
4365.7,1,16.0,0,3,0,10,3,0,0
1121.0462332294662,1,15.75768636018101,0,1,2,90,4,0,1
42.23201831807594,1,11.0,2,1,3,7,4,1,1
1793.84,1,0.0,1,1,1,15,8,0,0
325.719245896731,3,20.91321138606711,1,6,3,64,3,3,1
4690.762996290218,4,21.308392046705393,1,1,0,116,11,1,1
1212.57,4,16.0,2,5,4,60,5,0,0
3021.71,1,23.0,0,0,2,36,13,0,0
148.23582143990768,2,16.97042987717099,0,6,3,74,12,1,1
4390.66,0,3.0,1,2,4,86,10,5,0
4057.62,4,8.0,2,3,4,19,5,0,0
2362.7194163880104,0,17.979658526673123,2,3,2,86,11,4,1
3580.09,4,23.0,1,0,0,63,8,0,0
4589.58,1,13.0,0,6,1,48,9,4,0
902.1228194346578,0,16.07522512492867,1,1,3,89,10,0,1
2235.5776166078126,1,15.669192675909319,1,6,3,51,6,2,1
2812.3,1,2.0,1,5,3,79,13,1,0
870.44,1,4.0,1,3,0,1,14,1,0
2538.35,2,1.0,0,1,2,45,7,2,0
4475.906961157974,0,17.210766964041103,0,2,1,8,12,1,1
503.5640264046487,2,3.677765973849895,0,3,1,13,13,1,1
4679.45,2,3.0,1,4,0,17,10,0,0
2579.6060797223436,2,3.6524265929845545,0,3,3,74,6,0,1
4057.4184656289335,2,4.369273188937687,1,3,2,89,6,3,1
1856.2024898970512,3,11.852016164717826,1,4,2,87,6,3,1
1198.769687860811,2,6.033154967380362,1,4,1,109,13,3,1
4700.11,4,20.0,1,1,0,57,5,5,0
1674.82,2,15.0,2,0,2,18,9,1,0
2187.78,4,1.0,1,4,4,54,9,1,0
4250.37,1,11.0,0,6,0,23,7,5,0
1759.81,0,20.0,0,0,3,33,2,1,0
3988.7,0,2.0,1,8,0,114,12,4,1
3194.01,2,10.0,0,7,4,72,11,4,0
1096.5772760920718,0,9.192791796868239,2,4,1,1,5,0,1
3014.2014572020835,2,22.13058187559362,0,6,0,90,5,3,1
4764.85,3,22.0,0,2,1,32,5,3,0
4477.317062758577,2,5.036750215107795,0,2,2,108,4,3,1
3057.66,4,20.0,1,3,1,64,5,1,0
557.1382784819289,2,8.026706378454602,1,5,0,104,4,0,1
4938.88,3,10.0,1,3,4,40,7,4,0
1781.2,1,9.0,4,2,2,67,2,4,0
